Route,Stop Name,Avg Delay (min),Std Delay,Min Delay,Max Delay,Sample Count,Most Common Hour
002,Northbound Mackenzie St @ W 38 Ave,-2.2,3.8850496922318913,-6.65,0.5166666666666667,3,18.0
002,Northbound Quesnel Dr @ W King Edward Ave,-3.2958333333333334,3.5362769447018185,-8.533333333333333,-0.9,4,18.0
002,Southbound Burrard St @ Barclay St,2.0733333333333333,1.863114179121732,-0.1,4.166666666666667,5,18.0
002,Southbound Burrard St @ Davie St,2.7066666666666666,2.6110768319262885,-0.26666666666666666,4.916666666666667,5,18.0
002,Southbound Burrard St @ Harwood St,3.1166666666666667,2.751439017435543,-0.3333333333333333,5.816666666666666,5,18.0
002,Southbound Burrard St @ Nelson St,2.353333333333333,1.8611301823235136,0.2,4.35,5,18.0
002,Southbound Burrard St @ Robson St,1.8933333333333333,1.815465964061752,-0.18333333333333332,3.9166666666666665,5,18.0
002,Southbound Macdonald St @ Alamein Ave,3.3555555555555556,4.019339820491991,-0.2,7.716666666666667,3,18.0
002,Southbound Macdonald St @ W 11 Ave,-0.5583333333333332,5.880162034804445,-7.1,7.85,6,18.0
002,Southbound Macdonald St @ W 13 Ave,-0.8555555555555555,5.996801616664472,-7.633333333333333,7.533333333333333,6,18.0
002,Southbound Macdonald St @ W 16 Ave,4.738888888888889,4.002510786068239,1.2333333333333334,9.1,3,18.0
002,Southbound Macdonald St @ W 16th Ave,-0.7111111111111112,6.530421686798442,-7.966666666666667,8.933333333333334,6,18.0
002,Southbound Macdonald St @ W 1st Ave,-0.5333333333333333,4.449182197013538,-5.816666666666666,4.966666666666667,6,18.0
002,Southbound Macdonald St @ W 21 Ave,3.9333333333333336,4.0261989242681215,0.4,8.316666666666666,3,18.0
002,Southbound Macdonald St @ W 4th Ave,-0.8222222222222223,4.991221924168099,-7.216666666666667,5.283333333333333,6,18.0
002,Southbound Macdonald St @ W 6th Ave,-0.8749999999999999,5.552794591714859,-7.75,6.25,6,18.0
002,Southbound Macdonald St @ W Broadway,-0.08888888888888917,5.7411155194271615,-6.3,8.233333333333333,6,18.0
002,Southbound Mackenzie St @ W 29 Ave,2.227777777777778,4.569595573319777,-1.85,7.166666666666667,3,18.0
002,Southbound Mackenzie St @ W 33 Ave,2.5055555555555555,4.4830648411962954,-0.9666666666666667,7.566666666666666,3,18.0
002,Southbound Mackenzie St @ W 37 Ave,1.788888888888889,4.599466555220571,-1.7666666666666666,6.983333333333333,3,18.0
002,Southbound Quesnel Dr @ W King Edward Ave,2.9444444444444446,4.412303924926968,-1.0166666666666666,7.7,3,18.0
002,Westbound Cornwall Ave @ Arbutus St,0.7166666666666667,2.8893097983966882,-2.8666666666666667,3.816666666666667,6,18.0
002,Westbound Cornwall Ave @ Balsam St,0.4694444444444445,3.7705498665706965,-3.8666666666666667,5.433333333333334,6,18.0
002,Westbound Cornwall Ave @ Cypress St,1.0166666666666666,2.7205187413841174,-2.85,3.966666666666667,6,18.0
002,Westbound Cornwall Ave @ Trafalgar St,-0.14444444444444446,3.9225228087527015,-4.85,4.833333333333333,6,18.0
002,Westbound Cornwall Ave @ Yew St,0.6027777777777777,2.969126633029141,-3.066666666666667,3.85,6,18.0
002,Westbound W 16 Ave @ Balaclava St,-7.188888888888889,3.8155505403448564,-9.433333333333334,-2.783333333333333,3,18.0
002,Westbound W 16 Ave @ Mackenzie St,-6.416666666666667,3.5801924218926806,-8.55,-2.283333333333333,3,18.0
002,Westbound W 41 Ave @ Blenheim St,-0.5374999999999999,3.929408941511386,-3.3833333333333333,5.15,4,18.0
002,Westbound W 41 Ave @ Carnarvon St,0.9999999999999999,4.760281270868117,-2.8666666666666667,6.316666666666666,3,18.0
002,Westbound W 41 Ave @ Collingwood St,-0.7666666666666667,4.274580334610292,-3.8,5.45,4,18.0
002,Westbound W 41 Ave @ Mackenzie St,1.3222222222222224,4.769589236137792,-2.55,6.65,3,18.0
002,Westbound W King Edward Ave @ Macdonald St,3.422222222222222,4.423307376629862,-0.5,8.216666666666667,3,18.0
003,Eastbound E 65 Ave @ Main St,5.316666666666666,6.777864298172725,-0.7166666666666667,14.516666666666667,6,18.0
003,Eastbound E Cordova St @ Main St,2.883333333333333,4.04313547193814,-1.4,6.633333333333333,3,18.0
003,Eastbound SE Marine Dr @ Ontario St,-2.296666666666667,7.127581403720807,-14.8,2.95,5,18.0
003,Eastbound SW Marine Dr @ Manitoba St,-1.8333333333333333,7.16160674088651,-14.45,3.283333333333333,5,18.0
003,Eastbound W Cordova St @ Carrall St,3.35,3.832354947606555,-0.6666666666666666,6.966666666666667,3,18.0
003,Eastbound W Cordova St @ Homer St,4.066666666666666,,4.066666666666666,4.066666666666666,1,18.0
003,Main Street-Science World Station @ Bay 1,4.8375,5.044328957317279,-0.7333333333333333,11.25,4,18.0
003,Main Street-Science World Station @ Bay 2,3.2708333333333335,5.869586327058633,-2.183333333333333,15.816666666666666,8,18.0
003,Marine Drive Station @ Bay 1,12.983333333333333,,12.983333333333333,12.983333333333333,1,19.0
003,Northbound Main St @ 54 Ave,-2.9361111111111113,6.007332710637583,-14.716666666666667,2.3,6,18.0
003,Northbound Main St @ E 12 Ave,3.225,5.88913446627811,-1.9666666666666668,16.75,8,18.0
003,Northbound Main St @ E 16 Ave,1.9770833333333333,5.962528077202536,-2.033333333333333,16.366666666666667,8,18.0
003,Northbound Main St @ E 18 Ave,1.5041666666666664,6.134360356559352,-2.1333333333333333,16.216666666666665,8,18.0
003,Northbound Main St @ E 20 Ave,1.74375,6.061850112442099,-1.9833333333333334,16.316666666666666,8,18.0
003,Northbound Main St @ E 22 Ave,1.7000000000000002,6.130459989473848,-1.85,16.416666666666668,8,18.0
003,Northbound Main St @ E 28 Ave,2.092857142857143,6.644455061837883,-1.8166666666666667,16.733333333333334,7,18.0
003,Northbound Main St @ E 2nd Ave,3.720833333333333,5.753175451676906,-1.3,16.516666666666666,8,18.0
003,Northbound Main St @ E 30 Ave,2.126190476190476,6.590318777365901,-1.5333333333333332,16.816666666666666,7,18.0
003,Northbound Main St @ E 33 Ave,2.1999999999999997,6.622520500366743,-1.3666666666666667,16.95,7,18.0
003,Northbound Main St @ E 36 Ave,-0.26666666666666666,1.32195141951418,-0.95,2.4166666666666665,6,18.0
003,Northbound Main St @ E 39 Ave,0.08333333333333336,1.2853879656439229,-0.5333333333333333,2.7,6,18.0
003,Northbound Main St @ E 41 Ave,1.65,2.0741798914805396,0.18333333333333332,3.1166666666666667,2,18.0
003,Northbound Main St @ E 43 Ave,-3.4166666666666665,6.290963536869549,-15.55,2.7666666666666666,6,18.0
003,Northbound Main St @ E 46 Ave,-2.913888888888889,6.284207867227064,-15.033333333333333,3.2666666666666666,6,18.0
003,Northbound Main St @ E 49 Ave,-2.5611111111111113,6.125934546995591,-14.583333333333334,2.7666666666666666,6,18.0
003,Northbound Main St @ E 51 Ave,-2.875,6.142717006522621,-14.916666666666666,2.466666666666667,6,18.0
003,Northbound Main St @ E 57 Ave,-2.638888888888889,5.995569351767341,-14.366666666666667,2.65,6,18.0
003,Northbound Main St @ E 59 Ave,-2.8138888888888887,5.953966153998776,-14.5,2.283333333333333,6,18.0
003,Northbound Main St @ E 5th Ave,4.40625,5.722310399613413,-0.7,17.1,8,18.0
003,Northbound Main St @ E 62 Ave,-2.3266666666666667,6.797564923477296,-14.316666666666666,1.9333333333333333,5,18.0
003,Northbound Main St @ E 6th Ave,4.616666666666667,5.698809399464819,-0.4,17.316666666666666,8,18.0
003,Northbound Main St @ E Broadway,6.727777777777778,5.566862937325022,2.5166666666666666,17.533333333333335,6,18.0
003,Northbound Main St @ E Georgia St,1.2729166666666667,3.695331004140053,-2.8666666666666667,6.95,8,18.0
003,Northbound Main St @ E King Edward Ave,2.0041666666666664,6.1345544203721865,-1.5166666666666666,16.766666666666666,8,18.0
003,Northbound Main St @ Industrial Ave,3.066666666666667,5.784688327612738,-2.05,15.8,8,18.0
003,Northbound Main St @ National Ave,3.2270833333333333,6.072347794559797,-2.683333333333333,15.316666666666666,8,18.0
003,Northbound Main St @ SE Marine Dr,-1.8633333333333333,6.842213741830117,-14.0,2.2666666666666666,5,18.0
003,Southbound Main St @ E 12 Ave,4.920833333333333,4.3112981417047305,1.4,11.1,4,18.0
003,Southbound Main St @ E 14 Ave,5.433333333333334,4.649372717546601,1.65,12.083333333333334,4,18.0
003,Southbound Main St @ E 16 Ave,5.5125,4.910879362304791,0.8166666666666667,12.216666666666667,4,18.0
003,Southbound Main St @ E 18 Ave,5.7124999999999995,5.41362093858322,0.7333333333333333,13.233333333333333,4,18.0
003,Southbound Main St @ E 20 Ave,5.454166666666667,5.119613248558411,0.6,12.483333333333333,4,18.0
003,Southbound Main St @ E 22 Ave,5.283333333333333,5.119407517802556,0.43333333333333335,12.316666666666666,4,18.0
003,Southbound Main St @ E 28 Ave,5.2375,5.36974333823494,-0.4,12.233333333333333,4,18.0
003,Southbound Main St @ E 2nd Ave,3.8958333333333335,5.552066265347957,-2.35,10.916666666666666,4,18.0
003,Southbound Main St @ E 30 Ave,5.229166666666667,5.562379836404958,-0.5333333333333333,12.55,4,18.0
003,Southbound Main St @ E 33 Ave,7.286111111111111,6.300735553768188,1.6833333333333333,17.116666666666667,6,18.0
003,Southbound Main St @ E 36 Ave,7.072222222222223,6.454926341490976,1.3333333333333333,16.766666666666666,6,18.0
003,Southbound Main St @ E 39 Ave,6.552777777777778,6.304393676605994,1.5833333333333333,16.1,6,18.0
003,Southbound Main St @ E 41 Ave,6.705555555555556,6.394108978554372,1.5833333333333333,15.366666666666667,6,18.0
003,Southbound Main St @ E 43 Ave,6.411111111111111,6.539195216085392,1.2666666666666666,15.516666666666667,6,18.0
003,Southbound Main St @ E 46 Ave,6.013888888888889,6.493470367023123,0.7833333333333333,15.05,6,18.0
003,Southbound Main St @ E 49 Ave,5.827777777777778,6.423166981643407,0.85,15.05,6,18.0
003,Southbound Main St @ E 51 Ave,5.680555555555556,6.359397391670471,0.7333333333333333,14.716666666666667,6,18.0
003,Southbound Main St @ E 54 Ave,5.111111111111111,6.391136802606375,0.1,14.183333333333334,6,18.0
003,Southbound Main St @ E 56 Ave,6.263333333333334,6.605904345524707,0.16666666666666666,14.116666666666667,5,18.0
003,Southbound Main St @ E 59 Ave,5.400000000000001,6.8280223263320465,-0.31666666666666665,14.766666666666667,6,18.0
003,Southbound Main St @ E 5th Ave,3.95,5.211578988709234,-0.9666666666666667,11.083333333333334,4,18.0
003,Southbound Main St @ E 62 Ave,5.125,6.767263930948098,-0.8166666666666667,14.316666666666666,6,18.0
003,Southbound Main St @ E Broadway,4.800000000000001,5.045368246296869,0.3,11.883333333333333,4,18.0
003,Southbound Main St @ E Hastings St,5.554166666666667,4.736606360551277,-0.1,11.05,4,18.0
003,Southbound Main St @ E King Edward Ave,5.408333333333333,5.323645715457003,-0.08333333333333333,12.4,4,18.0
003,Southbound Main St @ Keefer St,5.929166666666667,4.776047005631331,0.21666666666666667,11.466666666666667,4,18.0
003,Southbound Main St @ National Ave,4.6875,5.108061439202417,-1.1166666666666667,10.75,4,18.0
003,Southbound Main St @ Switchmen St,4.270833333333334,5.297577626019623,-1.45,11.116666666666667,4,18.0
003,Waterfront Station @ Bay 3,4.933333333333334,,4.933333333333334,4.933333333333334,1,18.0
003,Westbound E Hastings St @ Main St,2.05,3.35462249194929,-1.8666666666666667,7.033333333333333,8,19.0
003,Westbound SE Marine Dr @ Main St,7.177777777777777,7.127713258563106,0.9333333333333333,17.25,6,18.0
003,Westbound SW Marine Dr @ Manitoba St,6.4944444444444445,7.014292287629329,0.08333333333333333,16.566666666666666,6,18.0
003,Westbound SW Marine Dr @ Ontario St,6.347222222222222,6.706741356995186,0.38333333333333336,16.8,6,18.0
003,Westbound W Hastings St @ Abbott St,1.4458333333333335,3.404312740935421,-2.5,6.416666666666667,8,19.0
003,Westbound W Hastings St @ Carrall St,1.61875,3.384493555465001,-2.316666666666667,6.566666666666666,8,19.0
003,Westbound W Hastings St @ Hamilton St,1.2312500000000002,3.388512778374364,-2.7333333333333334,6.116666666666667,8,19.0
003,Westbound W Hastings St @ Richards St,1.2479166666666668,3.125819733755693,-2.533333333333333,6.366666666666667,8,19.0
004,Blanca Loop @ Bay 2,-0.41250000000000003,1.6237266072951118,-1.3,3.4833333333333334,8,18.0
004,Eastbound Cordova Diversion @ Hawks Ave,4.783333333333333,6.416162627080369,0.55,20.0,8,18.0
004,Eastbound Dundas St @ Lakewood Dr,1.3937499999999998,6.519402893463602,-2.75,17.0,8,18.0
004,Eastbound Dundas St @ Templeton Dr,1.4041666666666668,6.541338329643037,-2.8333333333333335,16.916666666666668,8,19.0
004,Eastbound E Cordova St @ Dunlevy Ave,5.108333333333333,6.4202989101161085,1.0333333333333332,20.483333333333334,8,18.0
004,Eastbound E Cordova St @ Main St,5.2125,6.32909475961535,1.1833333333333333,20.366666666666667,8,18.0
004,Eastbound E Cordova St @ Princess Ave,4.872916666666667,6.478143580226648,0.8833333333333333,20.316666666666666,8,18.0
004,Eastbound McGill St @ N Penticton St,-0.033333333333333215,6.616273827848977,-4.3,15.766666666666667,8,19.0
004,Eastbound McGill St @ N Slocan St,-0.41666666666666674,6.6321008666004095,-4.7,15.416666666666666,8,19.0
004,Eastbound Powell St @ Clark Dr,3.20625,6.589553646636831,-1.0666666666666667,18.9,8,18.0
004,Eastbound Powell St @ Commercial Dr,2.2291666666666665,6.65734914354412,-1.9666666666666668,18.116666666666667,8,18.0
004,Eastbound Powell St @ Glen Dr,3.7958333333333334,6.184900648494366,-0.36666666666666664,18.4,8,18.0
004,Eastbound Powell St @ Victoria Dr,1.5895833333333333,6.646337680519405,-2.533333333333333,17.55,8,18.0
004,Eastbound University Blvd @ 5100 Block,-0.24666666666666665,2.644212758291418,-4.8,1.4,5,18.0
004,Eastbound University Blvd @ 5300 Block,0.2100000000000001,2.6396180279224746,-4.333333333333333,1.85,5,18.0
004,Eastbound University Blvd @ Acadia Rd,0.4533333333333333,2.6820752744428664,-4.283333333333333,2.033333333333333,5,18.0
004,Eastbound University Blvd @ Allison Rd,0.5466666666666666,2.608410541988273,-4.033333333333333,2.3,5,18.0
004,Eastbound W 4th Ave @ 4100 Block,1.757142857142857,7.575184004261064,-6.066666666666666,17.766666666666666,7,18.0
004,Eastbound W 4th Ave @ Alma St,2.6523809523809523,6.747389265839188,-1.3166666666666667,17.533333333333335,7,18.0
004,Eastbound W 4th Ave @ Balaclava St,1.5999999999999999,7.032451234837705,-2.783333333333333,17.083333333333332,7,18.0
004,Eastbound W 4th Ave @ Balsam St,1.426190476190476,6.776141814011707,-2.8666666666666667,16.266666666666666,7,18.0
004,Eastbound W 4th Ave @ Blanca St,-1.0566666666666666,2.5811442337760893,-5.35,1.0,5,18.0
004,Eastbound W 4th Ave @ Blenheim St,1.9428571428571428,7.046688591517301,-2.4833333333333334,17.4,7,18.0
004,Eastbound W 4th Ave @ Burrard St,1.8476190476190477,6.594908449729796,-1.9666666666666668,16.433333333333334,7,18.0
004,Eastbound W 4th Ave @ Collingwood St,2.521428571428572,6.90933154754224,-1.5166666666666666,17.783333333333335,7,18.0
004,Eastbound W 4th Ave @ Fir St,1.9666666666666666,6.688616642669289,-2.033333333333333,16.833333333333332,7,18.0
004,Eastbound W 4th Ave @ Macdonald St,1.8333333333333333,6.954055571311526,-2.55,17.083333333333332,7,18.0
004,Eastbound W 4th Ave @ Maple St,1.6166666666666667,6.758622750345035,-2.5833333333333335,16.5,7,18.0
004,Eastbound W 4th Ave @ Tolmie St,-0.9366666666666665,2.6932374157837953,-5.383333333333333,1.0166666666666666,5,18.0
004,Eastbound W 4th Ave @ Trafalgar St,1.5238095238095237,6.621421864919007,-2.6333333333333333,16.016666666666666,7,18.0
004,Eastbound W 4th Ave @ Trimble St,-1.22,2.6736211399523304,-5.633333333333333,0.7166666666666667,5,18.0
004,Eastbound W 4th Ave @ Wallace St,10.258333333333335,10.382684570422473,2.9166666666666665,17.6,2,18.0
004,Eastbound W 4th Ave @ Yew St,1.426190476190476,6.817589296043272,-2.933333333333333,16.4,7,18.0
004,Eastbound W Cordova St @ Carrall St,4.420833333333333,6.193223062732514,0.3,19.15,8,18.0
004,Eastbound W Cordova St @ Homer St,4.491666666666667,6.039447047116204,0.21666666666666667,18.916666666666668,8,18.0
004,Northbound Blanca St @ W 10 Ave,-1.12,2.5271415560756476,-5.416666666666667,0.8166666666666667,5,18.0
004,Northbound Granville St @ Davie St,1.0238095238095237,6.587704998165685,-2.95,15.716666666666667,7,18.0
004,Northbound Granville St @ Drake St,0.4071428571428571,6.578780824959678,-3.5,15.066666666666666,7,18.0
004,Northbound Granville St @ Dunsmuir St,2.352380952380952,6.29940788348712,-1.7833333333333332,16.25,7,18.0
004,Northbound Granville St @ Smithe St,1.257142857142857,6.560126869982359,-2.75,15.85,7,18.0
004,Northbound Granville St @ W Georgia St,1.6952380952380952,6.367886112751511,-2.3,15.75,7,18.0
004,Northbound Granville St @ W Hastings St,3.235714285714286,6.325085481573063,-0.9,17.25,7,18.0
004,Northbound Granville St @ W Pender St,2.5785714285714287,6.15368539294494,-1.5833333333333333,16.116666666666667,7,18.0
004,Northbound N Nanaimo St @ Dundas St,1.5666666666666664,6.544354164359644,-2.65,17.083333333333332,8,19.0
004,Northbound N Nanaimo St @ Eton St,0.8333333333333336,6.61894227391332,-3.35,16.666666666666668,8,19.0
004,Southbound Blanca St @ W 4th Ave,-0.2666666666666666,1.6249542118091174,-1.15,3.6333333333333333,8,18.0
004,Southbound Granville St @ Davie St,2.730952380952381,2.979488965805126,-0.8,8.55,7,18.0
004,Southbound Granville St @ Drake St,3.25,2.628793555141893,1.05,8.666666666666666,7,18.0
004,Southbound Granville St @ Nelson St,2.5194444444444444,3.1700581254163964,-1.2833333333333332,8.1,6,18.0
004,Southbound Granville St @ Robson St,2.772222222222222,2.947007270410416,-0.05,7.95,6,18.0
004,Southbound Granville St @ W Georgia St,2.6305555555555555,2.7449634012267037,0.18333333333333332,7.583333333333333,6,18.0
004,Southbound Granville St @ W Pender St,2.325,2.6209995972698836,-0.15,7.116666666666667,6,18.0
004,Southbound Main St @ E Hastings St,-1.0,3.0979921813257625,-3.9,4.483333333333333,6,18.0
004,Southbound Main St @ Powell St,-2.283333333333333,3.0031649971321923,-4.966666666666667,3.283333333333333,6,18.0
004,Southbound N Nanaimo St @ Cambridge St,0.09333333333333341,2.913250380207266,-1.7833333333333332,5.2,5,18.0
004,Southbound N Nanaimo St @ McGill St,0.47666666666666674,2.902240513809977,-1.3833333333333333,5.566666666666666,5,18.0
004,Waterfront Station @ Bay 3,4.480952380952381,6.499589934155024,0.05,18.733333333333334,7,19.0
004,Westbound Dundas St @ N Garden Dr,0.23666666666666664,2.735273701519141,-1.5333333333333332,5.066666666666666,5,18.0
004,Westbound Dundas St @ N Templeton Dr,0.11999999999999993,2.6131717637129532,-1.25,4.766666666666667,5,18.0
004,Westbound Dundas St @ Wall St,-0.07333333333333336,2.600576859083384,-1.45,4.55,5,18.0
004,Westbound E Pender St @ Main St,-0.49722222222222223,3.1370441973769347,-3.45,5.0,6,18.0
004,Westbound McGill St @ N Kaslo St,1.9866666666666668,2.6909674014293734,0.2,6.633333333333333,5,18.0
004,Westbound McGill St @ N Penticton St,1.2933333333333334,2.6812517806261895,-0.5,5.916666666666667,5,18.0
004,Westbound Powell St @ Clark Dr,-0.66,3.3208641780248835,-2.7333333333333334,5.05,5,18.0
004,Westbound Powell St @ Commercial Dr,-0.02666666666666657,3.3584181130738058,-1.8666666666666667,5.933333333333334,5,18.0
004,Westbound Powell St @ Glen Dr,-1.7633333333333332,3.3933636213448546,-4.183333333333334,4.033333333333333,5,18.0
004,Westbound Powell St @ Gore Ave,-2.1399999999999997,3.2944313284355733,-5.083333333333333,3.15,5,18.0
004,Westbound Powell St @ Hawks Ave,-2.5533333333333337,3.237012511560621,-4.8,2.966666666666667,5,18.0
004,Westbound Powell St @ Heatley Ave,-2.53,3.243335046248263,-4.766666666666667,3.0,5,18.0
004,Westbound Powell St @ Jackson Ave,-2.5766666666666667,3.1768607845551626,-4.966666666666667,2.8,5,18.0
004,Westbound Powell St @ Victoria Dr,0.40333333333333343,3.40033495082143,-1.4,6.433333333333334,5,18.0
004,Westbound University Blvd @ 5100 Block,-0.9351851851851851,1.7657514226016506,-2.1,2.75,9,18.0
004,Westbound University Blvd @ 5300 Block,-1.498148148148148,1.899423239295368,-3.716666666666667,2.35,9,18.0
004,Westbound University Blvd @ Acadia Rd,-1.7018518518518517,1.8962947139026962,-3.9166666666666665,2.15,9,18.0
004,Westbound University Blvd @ Allison Rd,-1.844444444444444,1.8765734139057224,-4.133333333333333,1.9333333333333333,9,18.0
004,Westbound University Blvd @ Blanca St,0.10925925925925926,1.7944960432897912,-1.4333333333333333,3.816666666666667,9,18.0
004,Westbound W 4th Ave @ 4100 Block,0.05624999999999998,1.6508039768068377,-1.1,4.033333333333333,8,18.0
004,Westbound W 4th Ave @ Alma St,2.1333333333333333,2.1814241016159857,0.6166666666666667,4.633333333333333,3,18.0
004,Westbound W 4th Ave @ Balaclava St,0.4458333333333334,2.2442474964666497,-2.183333333333333,5.466666666666667,8,18.0
004,Westbound W 4th Ave @ Balsam St,1.7642857142857142,2.3940595573254155,0.16666666666666666,6.95,7,19.0
004,Westbound W 4th Ave @ Blenheim St,0.23541666666666666,2.228769991408529,-2.6,5.066666666666666,8,18.0
004,Westbound W 4th Ave @ Burrard St,1.9023809523809523,2.452029178037466,0.15,7.166666666666667,7,18.0
004,Westbound W 4th Ave @ Collingwood St,-0.1958333333333333,2.2455202317305254,-3.066666666666667,4.65,8,18.0
004,Westbound W 4th Ave @ Fir St,1.4285714285714286,2.904461993364601,-2.55,7.0,7,18.0
004,Westbound W 4th Ave @ Macdonald St,1.1208333333333333,2.3182462925702856,-1.1666666666666667,6.45,8,18.0
004,Westbound W 4th Ave @ Maple St,1.7761904761904763,2.3829614539486976,0.13333333333333333,6.933333333333334,7,18.0
004,Westbound W 4th Ave @ NW Marine Dr,0.0208333333333333,1.6711071797910526,-1.0833333333333333,4.05,8,18.0
004,Westbound W 4th Ave @ Sasamat St,-0.38125000000000003,1.6503592081341008,-1.4833333333333334,3.65,8,18.0
004,Westbound W 4th Ave @ Trafalgar St,0.8979166666666666,2.3236437843412956,-1.2333333333333334,6.3,8,18.0
004,Westbound W 4th Ave @ Trimble St,-0.2354166666666666,1.6355533382382312,-1.4,3.716666666666667,8,18.0
004,Westbound W 4th Ave @ Wallace St,0.6645833333333333,1.6184069548258162,-0.18333333333333332,4.533333333333333,8,18.0
004,Westbound W 4th Ave @ Yew St,2.0357142857142856,2.431381038959907,0.38333333333333336,7.266666666666667,7,18.0
004,Westbound W 5th Ave @ Granville St,6.0375,8.016376467373938,0.8,17.966666666666665,4,18.0
004,Westbound W 5th Ave Offramp @ Granville St,2.3,2.6687491868330793,0.5,6.266666666666667,4,19.0
004,Westbound W Pender St @ Abbott St,-0.2694444444444444,3.224996411137825,-3.3666666666666667,5.416666666666667,6,18.0
004,Westbound W Pender St @ Carrall St,-0.5750000000000001,3.3091581675371424,-4.166666666666667,5.1,6,18.0
004,Westbound W Pender St @ Hamilton St,3.408333333333333,2.7930717856868625,1.4333333333333333,5.383333333333333,2,18.0
004,Westbound W Pender St @ Seymour St,1.5027777777777775,2.3018692082418264,-0.5166666666666667,5.9,6,18.0
005,Burrard Station @ Bay 1,-1.219047619047619,5.742744444654816,-13.1,3.683333333333333,7,18.0
005,Burrard Station @ Bay 7,1.0027777777777778,2.6661336272809955,-1.8833333333333333,4.65,6,18.0
005,Eastbound Robson St @ Bidwell St,2.703333333333333,1.7753481661666004,0.6833333333333333,4.266666666666667,5,18.0
005,Eastbound Robson St @ Broughton St,1.77,2.2945103568687104,-1.4,3.683333333333333,5,18.0
005,Eastbound Robson St @ Bute St,1.846666666666667,2.107473474197112,-1.0166666666666666,3.55,5,18.0
005,Eastbound Robson St @ Cardero St,2.62,1.7739394327628866,0.6,4.166666666666667,5,18.0
005,Eastbound W Pender St @ Burrard St,1.3777777777777775,2.4733842462564586,-1.6,3.966666666666667,6,18.0
005,Eastbound W Pender St @ Granville St,1.277777777777778,2.4075498533356057,-1.5833333333333333,4.0,6,18.0
005,Eastbound W Pender St @ Hamilton St,1.6142857142857143,2.5669810155884547,-1.7,4.25,7,18.0
